epoch,learning_rate,training_loss,training_accuracy,validation_loss,validation_accuracy,validation_macro_f1
27,0.08422735529643446,0.4718331138451894,0.8403333333333334,0.415561483001709,0.8618,0.8609104483267374
28,0.08306559326618262,0.4611201567014058,0.8432222222222222,0.4142557069540024,0.8592,0.8596003030630543
29,0.08187119948743452,0.45829124893612333,0.8432444444444445,0.8739198263168335,0.7392,0.7491802759007801
30,0.08064535268264886,0.45816113952530757,0.8434,0.4619917779445648,0.8422,0.8414633881830665
31,0.0793892626146237,0.44873790106243555,0.8454222222222222,0.48827674764394763,0.8346,0.8355679957266176
32,0.07810416889260657,0.44608464053471886,0.8473333333333334,0.4100173823475838,0.8632,0.8590193210336772
33,0.07679133974894986,0.43493496375613744,0.8524222222222222,0.41590719822049144,0.861,0.8614652268635009
34,0.0754520707875186,0.43127887828614975,0.8517333333333333,0.3693685286045075,0.8744,0.8742283761425075
35,0.0740876837050858,0.42526991076999243,0.8550888888888889,0.40472032598853114,0.8618,0.8615716799710926
36,0.07269952498697738,0.4219461012840271,0.8565777777777778,0.4312408375263214,0.8592,0.8583391691139435
37,0.07128896457825366,0.41582628498077395,0.8580888888888889,0.40734562764167787,0.865,0.8647483963061804
38,0.06985739453173906,0.4027405371454027,0.8641111111111112,0.41758546438217164,0.8598,0.8590336037348628
39,0.06840622763423394,0.4007801894929674,0.8634444444444445,0.419230052703619,0.8622,0.8623243977722479
40,0.06693689601226462,0.3967088821782006,0.8643111111111111,0.3891620629012585,0.863,0.8658344787921604
41,0.06545084971874741,0.39782476143836976,0.8653555555555555,0.3819449076414108,0.8726,0.8734666601166801
42,0.06394955530196152,0.38866696315341526,0.8672444444444445,0.33187150642871854,0.8856,0.8848345789063881
43,0.062434494358242776,0.3835937349319458,0.8686666666666667,0.3915083041995764,0.874,0.8737539096769111
44,0.06090716206982718,0.37861603971057467,0.8699333333333333,0.41334483003616335,0.8608,0.8581614085149326
45,0.05936906572928628,0.3723592677381304,0.8742888888888889,0.36081371698379516,0.8832,0.8841572053888779
46,0.05782172325201159,0.369949030801985,0.8739777777777777,0.36005501454025507,0.8766,0.8759491177647327
47,0.056266661678215264,0.3603655974282159,0.8776,0.3603612161189318,0.8814,0.8815140585552669
48,0.05470541566592575,0.3445123606046041,0.8820666666666667,0.32315153431892396,0.8872,0.8877491275510376
49,0.053139525976465714,0.3403689849959479,0.8832222222222222,0.5556242681860923,0.827,0.8298820815806796
50,0.05157053795390645,0.3407412603908115,0.8828666666666667,0.38571983689814804,0.8758,0.8763322924375677
51,0.05000000000000004,0.33687004283269245,0.8834888888888889,0.3028727986574173,0.9006,0.8996728271206283
52,0.04842946204609362,0.33176059594684176,0.8866666666666667,0.34561678335666657,0.8828,0.8822867028826014
53,0.04686047402353437,0.32288360883924694,0.8899555555555556,0.30487381884753706,0.8996,0.8996512889425737
54,0.045294584334074316,0.3203037364827262,0.8896666666666667,0.3165593867242336,0.8942,0.8943583187149807
55,0.043733338321784825,0.30477543392181394,0.8958888888888888,0.32699514093399046,0.8908,0.891017709668928
56,0.042178276747988484,0.30163203321033055,0.8967333333333334,0.27526018636226657,0.9066,0.9068692282423857
57,0.0406309342707138,0.288427348279953,0.9008222222222222,0.28545935189127924,0.9044,0.9049499474987177
58,0.039092837930172916,0.29140943621529475,0.9002666666666667,0.324119606256485,0.889,0.888357070971975
59,0.037565505641757285,0.281183319817649,0.9025111111111112,0.3059910893678665,0.8966,0.8987886343706861
60,0.03605044469803857,0.2755009290377299,0.9066,0.271408181989193,0.9092,0.9092020172535591
61,0.034549150281252675,0.27103824044333563,0.9074,0.2977337655067444,0.898,0.89791480791654
62,0.03306310398773546,0.25854715995788574,0.9109555555555555,0.30577819920778276,0.8974,0.8965096433022964
63,0.031593772365766146,0.25053176676962113,0.9149777777777778,0.2883828520260751,0.9026,0.9033577194696237
64,0.030142605468260992,0.24413390974203744,0.9150888888888888,0.2437590085476637,0.9158,0.9158339776044059
65,0.028711035421746394,0.23743779780069987,0.9191111111111111,0.26990343051552773,0.91,0.9094976194994879
66,0.027300475013022688,0.22860118448999192,0.9226888888888889,0.2408716110229492,0.9204,0.9198178698338422
67,0.025912316294914254,0.22023278026580811,0.9235333333333333,0.2536064324989915,0.9142,0.9142222673534788
68,0.02454792921248146,0.2145633725033866,0.9272888888888889,0.24797388055324554,0.9176,0.9175574573774282
69,0.02320866025105018,0.20087375275558897,0.9317111111111112,0.21280382863134145,0.9276,0.9276316335250367
70,0.021895831107393487,0.19226793999142117,0.9348,0.22081765061467887,0.9258,0.9258429773235293
71,0.02061073738537637,0.18559852351347605,0.9358,0.23566654758155345,0.9244,0.9243166849493629
72,0.01935464731735119,0.18027519075605605,0.9387555555555556,0.2219668161511421,0.926,0.9262086257318138
73,0.018128800512565532,0.17213771997027927,0.942,0.20254728436470032,0.9352,0.9351481717716027
74,0.016934406733817433,0.15922539828088547,0.9463111111111111,0.21914950201511382,0.9322,0.9324707127020379
75,0.01577264470356558,0.15126194714572694,0.9477555555555556,0.1917920142173767,0.9372,0.9370345295714053
76,0.014644660940672643,0.14453687555525038,0.9506888888888889,0.199777751994133,0.9304,0.9303411572668339
77,0.013551568628929448,0.13688941088782416,0.9529777777777778,0.21874570999145507,0.9344,0.9347609284767481
78,0.012494446518477033,0.13093558716773987,0.9551777777777778,0.19687340086698532,0.9378,0.9378214936349327
79,0.011474337861210555,0.11948866181903416,0.9602666666666667,0.18895357028245927,0.9378,0.9376693654409356
80,0.01049224938121549,0.109204620774587,0.9626,0.18174128575325013,0.9404,0.9403843434492842
81,0.009549150281252642,0.10433595033354229,0.9647111111111111,0.190434139251709,0.9414,0.9416554218804443
82,0.008645971286271922,0.09391370648013221,0.9686222222222223,0.18604886232018472,0.9414,0.9416552345577436
83,0.007783603724899264,0.09001581573817465,0.9705555555555555,0.182442458550632,0.944,0.943878052336822
84,0.006962898649802819,0.08237269140217039,0.9722,0.1704933048248291,0.9466,0.9468523656000825
85,0.0061846659978068265,0.07347611617247264,0.9758,0.18037034829854964,0.944,0.9440368956990728
86,0.005449673790581615,0.06993328720993466,0.977,0.17309115242064,0.9486,0.9487578825306752
87,0.004758647376699036,0.06348136541048685,0.9798222222222223,0.1584668832540512,0.9514,0.9515015033878166
88,0.004112268715800957,0.05532073718508085,0.9817111111111111,0.15443731409013273,0.952,0.952049530536031
89,0.003511175705587435,0.052541824875937566,0.9830222222222222,0.15607892261594533,0.9516,0.9516980004639659
90,0.0029559615522887295,0.04963801926241981,0.9840222222222222,0.1562082157969475,0.9516,0.9517519083782023
91,0.0024471741852423253,0.04470849401321676,0.9855111111111111,0.1589373913347721,0.9572,0.9573048970077422
92,0.0019853157161528537,0.04339705486132039,0.9862,0.15486405401825906,0.9532,0.9532574478762219
93,0.0015708419435684529,0.039326881851090324,0.9879555555555556,0.15158551613986493,0.956,0.9561082137810046
94,0.0012041619030626347,0.038087808235486346,0.9882444444444445,0.14822416539192199,0.9584,0.9584963889008717
95,0.0008856374635655646,0.036935218167304995,0.9885777777777778,0.15215259943306447,0.956,0.9561133343092907
96,0.0006155829702431174,0.033981748625967235,0.9895111111111111,0.15109031746685506,0.958,0.9581114498071738
97,0.00039426493427611206,0.03398760363799003,0.9894444444444445,0.15193125292360782,0.9574,0.9574940968155893
98,0.00022190176984600036,0.03241211627589332,0.9898,0.14859413827955723,0.9582,0.9582761010511642
99,9.866357858642213e-05,0.03414446779621972,0.9895333333333334,0.14993702004253864,0.9586,0.9587026850433702
100,2.4671981713420017e-05,0.0335175362881687,0.9896444444444444,0.15115782413482667,0.9584,0.9584868740022987
