model,intervention,image_identifier,cosine_stability
vit_b_16,grayscale,1667,0.9999998807907104
vit_b_16,grayscale,7033,0.8062416911125183
vit_b_16,grayscale,1771,0.8615987300872803
vit_b_16,grayscale,3157,0.49017345905303955
vit_b_16,grayscale,3851,0.7004711627960205
vit_b_16,grayscale,1287,0.8661284446716309
vit_b_16,grayscale,7320,0.667052686214447
vit_b_16,grayscale,7600,0.7885910272598267
vit_b_16,grayscale,3852,0.8410897850990295
vit_b_16,grayscale,269,0.6242068409919739
vit_b_16,grayscale,1703,0.6093785166740417
vit_b_16,grayscale,7776,0.7398712635040283
vit_b_16,grayscale,3891,0.6673401594161987
vit_b_16,grayscale,7009,0.8040904998779297
vit_b_16,grayscale,4893,0.8335018754005432
vit_b_16,grayscale,2351,0.8692302703857422
vit_b_16,grayscale,3550,0.7714823484420776
vit_b_16,grayscale,5719,0.9420266151428223
vit_b_16,grayscale,1884,0.822382926940918
vit_b_16,grayscale,2898,0.875497579574585
vit_b_16,grayscale,4640,0.489966481924057
vit_b_16,grayscale,7610,0.7892822027206421
vit_b_16,grayscale,1833,0.8121528625488281
vit_b_16,grayscale,6455,0.7142581939697266
vit_b_16,grayscale,3893,0.7584426999092102
vit_b_16,grayscale,4731,0.5579478740692139
vit_b_16,grayscale,929,0.7532013654708862
vit_b_16,grayscale,3962,0.7545302510261536
vit_b_16,grayscale,3778,0.8141846656799316
vit_b_16,grayscale,1429,0.7308887243270874
vit_b_16,grayscale,49,0.7826200723648071
vit_b_16,grayscale,276,0.7315911054611206
vit_b_16,grayscale,6076,0.8817129135131836
vit_b_16,grayscale,1389,0.8524881601333618
vit_b_16,grayscale,3362,0.7554874420166016
vit_b_16,grayscale,317,0.8079156875610352
vit_b_16,grayscale,4675,0.8816064596176147
vit_b_16,grayscale,5924,0.8458470702171326
vit_b_16,grayscale,198,0.6482820510864258
vit_b_16,grayscale,7779,0.6641806364059448
vit_b_16,grayscale,4054,0.6065380573272705
vit_b_16,grayscale,5556,0.7879388928413391
vit_b_16,grayscale,2687,0.8323500752449036
vit_b_16,grayscale,1202,0.7854017019271851
vit_b_16,grayscale,97,0.784853458404541
vit_b_16,grayscale,6033,0.6638609170913696
vit_b_16,grayscale,1711,0.5707145929336548
vit_b_16,grayscale,1430,0.7389703392982483
vit_b_16,grayscale,739,0.6835041046142578
vit_b_16,grayscale,3491,0.6378093957901001
vit_b_16,grayscale,1568,0.5648506283760071
vit_b_16,grayscale,1211,0.7323317527770996
vit_b_16,grayscale,4913,0.7656815052032471
vit_b_16,grayscale,2502,0.8106942772865295
vit_b_16,grayscale,2539,0.8069414496421814
vit_b_16,grayscale,979,0.7149296998977661
vit_b_16,grayscale,6354,0.5855804681777954
vit_b_16,grayscale,4735,0.799628496170044
vit_b_16,grayscale,5912,0.7670788168907166
vit_b_16,grayscale,3844,0.6550717949867249
vit_b_16,grayscale,1263,0.7594342827796936
vit_b_16,grayscale,3404,0.8609857559204102
vit_b_16,grayscale,3905,0.8495976328849792
vit_b_16,grayscale,1596,0.6206539273262024
vit_b_16,grayscale,3083,0.5393149256706238
vit_b_16,grayscale,2003,0.6703398823738098
vit_b_16,grayscale,5030,0.814903199672699
vit_b_16,grayscale,95,0.8274110555648804
vit_b_16,grayscale,2757,0.6789913177490234
vit_b_16,grayscale,3413,0.868898868560791
vit_b_16,grayscale,5488,0.7923926711082458
vit_b_16,grayscale,4827,0.6242796182632446
vit_b_16,grayscale,1877,0.37702256441116333
vit_b_16,grayscale,2157,0.398013710975647
vit_b_16,grayscale,4821,0.6781457662582397
vit_b_16,grayscale,4953,0.7183944582939148
vit_b_16,grayscale,5525,0.821238100528717
vit_b_16,grayscale,5381,0.7114142179489136
vit_b_16,grayscale,672,0.8203108906745911
vit_b_16,grayscale,323,0.8684628009796143
vit_b_16,grayscale,5436,0.8147568106651306
vit_b_16,grayscale,5450,0.9145174622535706
vit_b_16,grayscale,6358,0.5881513357162476
vit_b_16,grayscale,372,0.7475060820579529
vit_b_16,grayscale,378,0.8711224794387817
vit_b_16,grayscale,7706,0.7026185989379883
vit_b_16,grayscale,2178,0.6737318634986877
vit_b_16,grayscale,5237,0.7599049806594849
vit_b_16,grayscale,5478,0.6457409262657166
vit_b_16,grayscale,5452,0.8858668804168701
vit_b_16,grayscale,5623,0.6199178099632263
vit_b_16,grayscale,6772,0.6315159201622009
vit_b_16,grayscale,1111,0.640625536441803
vit_b_16,grayscale,5528,0.8770195245742798
vit_b_16,grayscale,3777,0.4699704349040985
vit_b_16,grayscale,2458,0.7466140985488892
vit_b_16,grayscale,4921,0.8619428873062134
vit_b_16,grayscale,3015,0.7501196265220642
vit_b_16,grayscale,7476,0.74847012758255
vit_b_16,grayscale,1520,0.7570778131484985
vit_b_16,grayscale,6713,0.8638293147087097
vit_b_16,grayscale,1852,0.793748140335083
vit_b_16,grayscale,2268,0.8422638773918152
vit_b_16,grayscale,151,0.6244458556175232
vit_b_16,grayscale,890,0.8053667545318604
vit_b_16,grayscale,825,0.8741975426673889
vit_b_16,grayscale,2536,0.6952110528945923
vit_b_16,grayscale,470,0.8501987457275391
vit_b_16,grayscale,5256,0.35868310928344727
vit_b_16,grayscale,2011,0.8610019683837891
vit_b_16,grayscale,7150,0.8815920352935791
vit_b_16,grayscale,449,0.7067793607711792
vit_b_16,grayscale,2704,0.8554129600524902
vit_b_16,grayscale,3437,0.7611116170883179
vit_b_16,grayscale,3375,0.7149781584739685
vit_b_16,grayscale,4552,0.5799437165260315
vit_b_16,grayscale,920,0.8154634237289429
vit_b_16,grayscale,2242,0.729768693447113
vit_b_16,grayscale,2745,0.7940462827682495
vit_b_16,grayscale,1032,0.6799517869949341
vit_b_16,grayscale,365,0.7225083708763123
vit_b_16,grayscale,4850,0.7661519050598145
vit_b_16,grayscale,4819,0.7321376800537109
vit_b_16,grayscale,7338,0.6767212748527527
vit_b_16,grayscale,7372,0.925423264503479
vit_b_16,grayscale,1090,0.7761474251747131
vit_b_16,grayscale,5062,0.6980854272842407
vit_b_16,grayscale,981,0.8349374532699585
vit_b_16,grayscale,5857,0.8547312021255493
vit_b_16,grayscale,1986,0.7974871397018433
vit_b_16,grayscale,5560,0.16784492135047913
vit_b_16,grayscale,1814,0.7328383922576904
vit_b_16,grayscale,194,0.8037338852882385
vit_b_16,grayscale,1993,0.6878297924995422
vit_b_16,grayscale,5333,0.7977477312088013
vit_b_16,grayscale,4311,0.8102035522460938
vit_b_16,grayscale,7425,0.8931458592414856
vit_b_16,grayscale,3889,0.8303658366203308
vit_b_16,grayscale,4308,0.6162635087966919
vit_b_16,grayscale,1960,0.518941342830658
vit_b_16,grayscale,4399,0.8016343116760254
vit_b_16,grayscale,3191,0.7269240021705627
vit_b_16,grayscale,1626,0.6863381266593933
vit_b_16,grayscale,176,0.7158793210983276
vit_b_16,grayscale,7726,0.6417886018753052
vit_b_16,grayscale,2334,0.714388370513916
vit_b_16,grayscale,1648,0.9182356595993042
vit_b_16,grayscale,6084,0.9152581691741943
vit_b_16,grayscale,3455,0.8737669587135315
vit_b_16,grayscale,1468,0.7331072688102722
vit_b_16,grayscale,1296,0.5338318943977356
vit_b_16,grayscale,5213,0.780057430267334
vit_b_16,grayscale,7047,0.8909013271331787
vit_b_16,grayscale,5360,0.7209743857383728
vit_b_16,grayscale,5824,0.638240396976471
vit_b_16,grayscale,7460,0.8294243216514587
vit_b_16,grayscale,4791,0.9011080861091614
vit_b_16,grayscale,6692,0.8220968842506409
vit_b_16,grayscale,6931,0.5175402164459229
vit_b_16,grayscale,667,0.7321034073829651
vit_b_16,grayscale,7781,0.8481860756874084
vit_b_16,grayscale,7793,0.6859391927719116
vit_b_16,grayscale,1411,0.8846532106399536
vit_b_16,grayscale,1473,0.8433677554130554
vit_b_16,grayscale,7130,0.8841036558151245
vit_b_16,grayscale,1956,0.6322649717330933
vit_b_16,grayscale,6716,0.7353171706199646
vit_b_16,grayscale,4106,0.7184165120124817
vit_b_16,grayscale,3494,0.7337489724159241
vit_b_16,grayscale,691,0.6726875305175781
vit_b_16,grayscale,5220,0.44338542222976685
vit_b_16,grayscale,4908,0.7430562376976013
vit_b_16,grayscale,7029,0.541047990322113
vit_b_16,grayscale,4130,0.7550714015960693
vit_b_16,grayscale,7938,0.7407971620559692
vit_b_16,grayscale,5101,0.7432900667190552
vit_b_16,grayscale,1515,0.8257260322570801
vit_b_16,grayscale,3287,0.7566320300102234
vit_b_16,grayscale,716,0.8911786079406738
vit_b_16,grayscale,4236,0.6119416952133179
vit_b_16,grayscale,5408,0.677897036075592
vit_b_16,grayscale,5496,0.6910495758056641
vit_b_16,grayscale,3365,0.7956836223602295
vit_b_16,grayscale,4323,0.7038834691047668
vit_b_16,grayscale,5467,0.7001763582229614
vit_b_16,grayscale,1644,0.7124568223953247
vit_b_16,grayscale,3948,0.7123919129371643
vit_b_16,grayscale,6726,0.78423672914505
vit_b_16,grayscale,5395,0.7085243463516235
vit_b_16,grayscale,1579,0.7030718326568604
vit_b_16,grayscale,5918,0.788332462310791
vit_b_16,grayscale,7041,0.8040263652801514
vit_b_16,grayscale,506,0.6953215003013611
vit_b_16,grayscale,4011,0.7294816970825195
vit_b_16,grayscale,5981,0.6675581932067871
vit_b_16,grayscale,409,0.8391097187995911
vit_b_16,grayscale,6954,0.7083526849746704
vit_b_16,grayscale,7555,0.7022591829299927
vit_b_16,grayscale,3965,0.9443780779838562
vit_b_16,grayscale,7266,0.6420626640319824
vit_b_16,grayscale,4785,0.9078356027603149
vit_b_16,grayscale,6028,0.8644188642501831
vit_b_16,grayscale,6503,0.7837786078453064
vit_b_16,grayscale,6414,0.7198589444160461
vit_b_16,grayscale,5382,0.7717294692993164
vit_b_16,grayscale,6836,0.2184627503156662
vit_b_16,grayscale,6508,0.7954864501953125
vit_b_16,grayscale,3994,0.7410986423492432
vit_b_16,grayscale,3942,0.7411394119262695
vit_b_16,grayscale,3542,0.8346849679946899
vit_b_16,grayscale,6952,0.6376821994781494
vit_b_16,grayscale,4290,0.4641325771808624
vit_b_16,grayscale,7446,0.8883746266365051
vit_b_16,grayscale,6169,0.21794633567333221
vit_b_16,grayscale,1109,0.7748714685440063
vit_b_16,grayscale,3179,0.6908049583435059
vit_b_16,grayscale,7835,0.7476162910461426
vit_b_16,grayscale,7390,0.8612419962882996
vit_b_16,grayscale,568,0.9034678339958191
vit_b_16,grayscale,4629,0.48993226885795593
vit_b_16,grayscale,7138,0.5329901576042175
vit_b_16,grayscale,5284,0.38437870144844055
vit_b_16,grayscale,3,0.7530048489570618
vit_b_16,grayscale,2690,0.5821170210838318
vit_b_16,grayscale,5858,0.5221397876739502
vit_b_16,grayscale,1266,0.709927499294281
vit_b_16,grayscale,3034,0.7289493083953857
vit_b_16,grayscale,2655,0.7873610854148865
vit_b_16,grayscale,6190,0.7214409708976746
vit_b_16,grayscale,4170,0.8073723912239075
vit_b_16,grayscale,7380,0.8369765877723694
vit_b_16,grayscale,7752,0.8382385969161987
vit_b_16,grayscale,3996,0.7746283411979675
vit_b_16,grayscale,1204,0.7607458233833313
vit_b_16,grayscale,1654,0.7997963428497314
vit_b_16,grayscale,4746,0.6448819637298584
vit_b_16,grayscale,4590,0.7703571915626526
vit_b_16,grayscale,562,0.8838408589363098
vit_b_16,grayscale,7108,0.7544302940368652
vit_b_16,grayscale,5999,0.8099833130836487
vit_b_16,grayscale,1403,0.7602057456970215
vit_b_16,grayscale,4403,0.8092281818389893
vit_b_16,grayscale,6332,0.8166744709014893
vit_b_16,grayscale,6264,0.8544379472732544
vit_b_16,grayscale,303,0.9139444828033447
vit_b_16,grayscale,791,0.8894373774528503
vit_b_16,grayscale,3067,0.8182281255722046
vit_b_16,grayscale,484,0.7089309692382812
vit_b_16,grayscale,1370,0.7300048470497131
vit_b_16,grayscale,4069,0.601754367351532
vit_b_16,grayscale,7373,0.6899256110191345
vit_b_16,grayscale,4330,0.47143223881721497
vit_b_16,grayscale,5701,0.8302157521247864
vit_b_16,grayscale,7465,0.8228276371955872
vit_b_16,grayscale,1531,0.5629588961601257
vit_b_16,grayscale,4676,0.8491453528404236
vit_b_16,grayscale,4531,0.5417951345443726
vit_b_16,grayscale,706,0.7742128968238831
vit_b_16,grayscale,2844,0.8618758916854858
vit_b_16,grayscale,3755,0.752021074295044
vit_b_16,grayscale,5848,0.753883421421051
vit_b_16,grayscale,2114,0.8606261014938354
vit_b_16,grayscale,3876,0.8193939924240112
vit_b_16,grayscale,677,0.8838836550712585
vit_b_16,grayscale,2116,0.630633533000946
vit_b_16,grayscale,4661,0.8713489770889282
vit_b_16,grayscale,2676,0.6894055008888245
vit_b_16,grayscale,3025,1.0000001192092896
vit_b_16,grayscale,4449,0.6868588328361511
vit_b_16,grayscale,977,0.5826820135116577
vit_b_16,grayscale,4990,0.6000824570655823
vit_b_16,grayscale,7309,0.824241042137146
vit_b_16,grayscale,1048,0.8459407091140747
vit_b_16,grayscale,3276,0.739068329334259
vit_b_16,grayscale,5512,0.685704231262207
vit_b_16,grayscale,7692,0.7207998633384705
vit_b_16,grayscale,1436,0.621833860874176
vit_b_16,grayscale,7544,0.6864197850227356
vit_b_16,grayscale,3383,0.8694683313369751
vit_b_16,grayscale,1977,0.9132957458496094
vit_b_16,grayscale,2750,0.6179553866386414
vit_b_16,grayscale,7996,0.4927438795566559
vit_b_16,grayscale,6989,0.8799186944961548
vit_b_16,grayscale,1431,0.7939246296882629
vit_b_16,grayscale,7416,0.524276852607727
vit_b_16,grayscale,4547,0.7704081535339355
vit_b_16,grayscale,42,0.9859959483146667
vit_b_16,grayscale,5117,0.7249023914337158
vit_b_16,grayscale,4411,0.6099412441253662
vit_b_16,grayscale,5789,0.7058387994766235
vit_b_16,grayscale,483,0.7437710762023926
vit_b_16,grayscale,6650,0.5301252603530884
vit_b_16,grayscale,4881,0.49539923667907715
vit_b_16,grayscale,391,0.8138256669044495
vit_b_16,grayscale,370,0.7925347089767456
vit_b_16,grayscale,419,0.8295730948448181
vit_b_16,grayscale,3318,0.8668976426124573
vit_b_16,grayscale,4355,0.5859900712966919
vit_b_16,grayscale,5402,0.6977584958076477
vit_b_16,grayscale,5332,0.6798339486122131
vit_b_16,grayscale,239,0.777717113494873
vit_b_16,grayscale,6271,0.8774228692054749
vit_b_16,grayscale,1129,0.7105624675750732
vit_b_16,grayscale,2391,0.5743966698646545
vit_b_16,grayscale,191,0.8413657546043396
vit_b_16,grayscale,5447,0.7651085257530212
vit_b_16,grayscale,6528,0.6955431699752808
vit_b_16,patch_shuffle,632,0.7968368530273438
vit_b_16,patch_shuffle,131,0.5213800668716431
vit_b_16,patch_shuffle,7081,0.8190457820892334
vit_b_16,patch_shuffle,1836,0.7287687659263611
vit_b_16,patch_shuffle,6437,0.6592058539390564
vit_b_16,patch_shuffle,6609,0.6975260376930237
vit_b_16,patch_shuffle,3467,0.5772088766098022
vit_b_16,patch_shuffle,1401,0.7393738627433777
vit_b_16,patch_shuffle,1839,0.49876612424850464
vit_b_16,patch_shuffle,4168,0.6377699375152588
vit_b_16,patch_shuffle,35,0.5585054159164429
vit_b_16,patch_shuffle,4177,0.5871611833572388
vit_b_16,patch_shuffle,7270,0.8248470425605774
vit_b_16,patch_shuffle,2265,0.6826633214950562
vit_b_16,patch_shuffle,3288,0.8587631583213806
vit_b_16,patch_shuffle,5451,0.6140482425689697
vit_b_16,patch_shuffle,4023,0.7838755249977112
vit_b_16,patch_shuffle,261,0.9203095436096191
vit_b_16,patch_shuffle,4570,0.583873450756073
vit_b_16,patch_shuffle,4966,0.6536737084388733
vit_b_16,patch_shuffle,7955,0.46839088201522827
vit_b_16,patch_shuffle,6288,0.6198797821998596
vit_b_16,patch_shuffle,7810,0.7407901287078857
vit_b_16,patch_shuffle,1927,0.7522991895675659
vit_b_16,patch_shuffle,1871,0.6358122825622559
vit_b_16,patch_shuffle,6922,0.5387175679206848
vit_b_16,patch_shuffle,3512,0.598246693611145
vit_b_16,patch_shuffle,4754,0.6926993727684021
vit_b_16,patch_shuffle,714,0.4407140016555786
vit_b_16,patch_shuffle,2191,0.7262911200523376
vit_b_16,patch_shuffle,4615,0.7795684337615967
vit_b_16,patch_shuffle,4662,0.762778103351593
vit_b_16,patch_shuffle,5915,0.78957200050354
vit_b_16,patch_shuffle,766,0.590384840965271
vit_b_16,patch_shuffle,5218,0.7499462366104126
vit_b_16,patch_shuffle,2340,0.6172309517860413
vit_b_16,patch_shuffle,1954,0.7824416756629944
vit_b_16,patch_shuffle,7875,0.5748066306114197
vit_b_16,patch_shuffle,3418,0.7064297795295715
vit_b_16,patch_shuffle,5572,0.6395735144615173
vit_b_16,patch_shuffle,5977,0.8879127502441406
vit_b_16,patch_shuffle,5123,0.5988006591796875
vit_b_16,patch_shuffle,5851,0.8349276781082153
vit_b_16,patch_shuffle,4094,0.5072345733642578
vit_b_16,patch_shuffle,4254,0.7831371426582336
vit_b_16,patch_shuffle,2501,0.8065940141677856
vit_b_16,patch_shuffle,6938,0.7369499206542969
vit_b_16,patch_shuffle,171,0.6207829713821411
vit_b_16,patch_shuffle,4215,0.6620966792106628
vit_b_16,patch_shuffle,5705,0.7004579305648804
vit_b_16,patch_shuffle,3458,0.7227844595909119
vit_b_16,patch_shuffle,1220,0.8604644536972046
vit_b_16,patch_shuffle,962,0.6916720867156982
vit_b_16,patch_shuffle,2950,0.7079117894172668
vit_b_16,patch_shuffle,2623,0.6830552220344543
vit_b_16,patch_shuffle,4539,0.8179469704627991
vit_b_16,patch_shuffle,1553,0.5916600227355957
vit_b_16,patch_shuffle,4740,0.6627204418182373
vit_b_16,patch_shuffle,6844,0.8181664943695068
vit_b_16,patch_shuffle,2668,0.8579429388046265
vit_b_16,patch_shuffle,3153,0.6627458333969116
vit_b_16,patch_shuffle,5135,0.6856528520584106
vit_b_16,patch_shuffle,2291,0.5454765558242798
vit_b_16,patch_shuffle,116,0.56891930103302
vit_b_16,patch_shuffle,7797,0.73354572057724
vit_b_16,patch_shuffle,4609,0.4170973002910614
vit_b_16,patch_shuffle,81,0.5073460936546326
vit_b_16,patch_shuffle,5580,0.61443692445755
vit_b_16,patch_shuffle,3024,0.4049302041530609
vit_b_16,patch_shuffle,2766,0.4486671984195709
vit_b_16,patch_shuffle,5000,0.7638673782348633
vit_b_16,patch_shuffle,2610,0.48875558376312256
vit_b_16,patch_shuffle,2024,0.6718465089797974
vit_b_16,patch_shuffle,6097,0.5724460482597351
vit_b_16,patch_shuffle,964,0.581182062625885
vit_b_16,patch_shuffle,7634,0.703233003616333
vit_b_16,patch_shuffle,6434,0.697329580783844
vit_b_16,patch_shuffle,5183,0.8277133703231812
vit_b_16,patch_shuffle,6986,0.710390567779541
vit_b_16,patch_shuffle,645,0.6598856449127197
vit_b_16,patch_shuffle,3347,0.7205774784088135
vit_b_16,patch_shuffle,5677,0.5648301839828491
vit_b_16,patch_shuffle,3412,0.7343004941940308
vit_b_16,patch_shuffle,3937,0.6476826071739197
vit_b_16,patch_shuffle,873,0.4260667860507965
vit_b_16,patch_shuffle,2167,0.6284420490264893
vit_b_16,patch_shuffle,6490,0.7283370494842529
vit_b_16,patch_shuffle,738,0.5803863406181335
vit_b_16,patch_shuffle,6616,0.5982837080955505
vit_b_16,patch_shuffle,4093,0.4785195291042328
vit_b_16,patch_shuffle,5788,0.5439329147338867
vit_b_16,patch_shuffle,7818,0.6433699131011963
vit_b_16,patch_shuffle,304,0.6855144500732422
vit_b_16,patch_shuffle,2082,0.6170529127120972
vit_b_16,patch_shuffle,2746,0.6728711128234863
vit_b_16,patch_shuffle,7944,0.8271601796150208
vit_b_16,patch_shuffle,6689,0.6637133359909058
vit_b_16,patch_shuffle,2414,0.6245260834693909
vit_b_16,patch_shuffle,3779,0.6291866302490234
vit_b_16,patch_shuffle,2095,0.587149441242218
vit_b_16,patch_shuffle,7262,0.8659089207649231
vit_b_16,patch_shuffle,5694,0.7264419794082642
vit_b_16,patch_shuffle,7413,0.5603006482124329
vit_b_16,patch_shuffle,6805,0.7242990732192993
vit_b_16,patch_shuffle,3446,0.5893257260322571
vit_b_16,patch_shuffle,2807,0.6913920640945435
vit_b_16,patch_shuffle,7940,0.46749061346054077
vit_b_16,patch_shuffle,4172,0.7899026870727539
vit_b_16,patch_shuffle,7744,0.5158650279045105
vit_b_16,patch_shuffle,1586,0.45543813705444336
vit_b_16,patch_shuffle,7999,0.6541934013366699
vit_b_16,patch_shuffle,6349,0.4743097424507141
vit_b_16,patch_shuffle,6594,0.8137269616127014
vit_b_16,patch_shuffle,2109,0.6451286673545837
vit_b_16,patch_shuffle,3079,0.6806212067604065
vit_b_16,patch_shuffle,2070,0.6019411683082581
vit_b_16,patch_shuffle,319,0.652996301651001
vit_b_16,patch_shuffle,2888,0.6796804070472717
vit_b_16,patch_shuffle,6224,0.703595757484436
vit_b_16,patch_shuffle,3353,0.6365715861320496
vit_b_16,patch_shuffle,6244,0.5446345210075378
vit_b_16,patch_shuffle,4704,0.6671389937400818
vit_b_16,patch_shuffle,2427,0.7373164296150208
vit_b_16,patch_shuffle,7995,0.6352949738502502
vit_b_16,patch_shuffle,1124,0.5512843132019043
vit_b_16,patch_shuffle,6733,0.7225292921066284
vit_b_16,patch_shuffle,2062,0.7470000982284546
vit_b_16,patch_shuffle,805,0.6606963276863098
vit_b_16,patch_shuffle,2028,0.520984947681427
vit_b_16,patch_shuffle,2392,0.7883372902870178
vit_b_16,patch_shuffle,3292,0.6724941730499268
vit_b_16,patch_shuffle,1440,0.8088333010673523
vit_b_16,patch_shuffle,1115,0.7524805068969727
vit_b_16,patch_shuffle,4242,0.6685807704925537
vit_b_16,patch_shuffle,2230,0.6188881397247314
vit_b_16,patch_shuffle,3163,0.7040770053863525
vit_b_16,patch_shuffle,545,0.6758757829666138
vit_b_16,patch_shuffle,3863,0.786170244216919
vit_b_16,patch_shuffle,4748,0.8346813321113586
vit_b_16,patch_shuffle,2399,0.6651285290718079
vit_b_16,patch_shuffle,4341,0.7649035453796387
vit_b_16,patch_shuffle,3078,0.6195089221000671
vit_b_16,patch_shuffle,3763,0.7327693104743958
vit_b_16,patch_shuffle,2958,0.6979286074638367
vit_b_16,patch_shuffle,6381,0.7595251202583313
vit_b_16,patch_shuffle,1640,0.2744491398334503
vit_b_16,patch_shuffle,1783,0.7180735468864441
vit_b_16,patch_shuffle,3914,0.6899149417877197
vit_b_16,patch_shuffle,1534,0.4340828061103821
vit_b_16,patch_shuffle,685,0.6371245384216309
vit_b_16,patch_shuffle,4617,0.6050830483436584
vit_b_16,patch_shuffle,5508,0.6486448049545288
vit_b_16,patch_shuffle,1022,0.6775007247924805
vit_b_16,patch_shuffle,1230,0.7137085795402527
vit_b_16,patch_shuffle,7475,0.5672860741615295
vit_b_16,patch_shuffle,5756,0.39135295152664185
vit_b_16,patch_shuffle,3122,0.5897396206855774
vit_b_16,patch_shuffle,7202,0.6995300650596619
vit_b_16,patch_shuffle,4723,0.5725530982017517
vit_b_16,patch_shuffle,1552,0.8329318165779114
vit_b_16,patch_shuffle,603,0.4996035695075989
vit_b_16,patch_shuffle,2861,0.6808527708053589
vit_b_16,patch_shuffle,6426,0.6321430802345276
vit_b_16,patch_shuffle,7864,0.7504935264587402
vit_b_16,patch_shuffle,5729,0.5409848690032959
vit_b_16,patch_shuffle,7474,0.6502929925918579
vit_b_16,patch_shuffle,4298,0.8364776372909546
vit_b_16,patch_shuffle,1175,0.673909604549408
vit_b_16,patch_shuffle,3454,0.5340107679367065
vit_b_16,patch_shuffle,2754,0.6107433438301086
vit_b_16,patch_shuffle,855,0.4565608501434326
vit_b_16,patch_shuffle,2854,0.6947650909423828
vit_b_16,patch_shuffle,5092,0.6824424862861633
vit_b_16,patch_shuffle,5590,0.7173113822937012
vit_b_16,patch_shuffle,4463,0.5137535929679871
vit_b_16,patch_shuffle,5318,0.6244109272956848
vit_b_16,patch_shuffle,3515,0.7111833095550537
vit_b_16,patch_shuffle,4642,0.49874618649482727
vit_b_16,patch_shuffle,852,0.30370670557022095
vit_b_16,patch_shuffle,1247,0.7046149969100952
vit_b_16,patch_shuffle,7084,0.5918222069740295
vit_b_16,patch_shuffle,5301,0.38101932406425476
vit_b_16,patch_shuffle,5082,0.6988101601600647
vit_b_16,patch_shuffle,5077,0.770325243473053
vit_b_16,patch_shuffle,1563,0.6597789525985718
vit_b_16,patch_shuffle,29,0.5669615864753723
vit_b_16,patch_shuffle,3867,0.4053391218185425
vit_b_16,patch_shuffle,4620,0.6141884326934814
vit_b_16,patch_shuffle,4065,0.5748803615570068
vit_b_16,patch_shuffle,1095,0.7922031879425049
vit_b_16,patch_shuffle,4229,0.6451045274734497
vit_b_16,patch_shuffle,3562,0.7335455417633057
vit_b_16,patch_shuffle,2342,0.7835085391998291
vit_b_16,patch_shuffle,1667,0.3416883647441864
vit_b_16,patch_shuffle,7033,0.7438410520553589
vit_b_16,patch_shuffle,1771,0.6470959782600403
vit_b_16,patch_shuffle,3157,0.5802985429763794
vit_b_16,patch_shuffle,3851,0.49104803800582886
vit_b_16,patch_shuffle,1287,0.6720077991485596
vit_b_16,patch_shuffle,7320,0.662887692451477
vit_b_16,patch_shuffle,7600,0.8137946128845215
vit_b_16,patch_shuffle,3852,0.6208465695381165
vit_b_16,patch_shuffle,269,0.7749360203742981
vit_b_16,patch_shuffle,1703,0.6566941738128662
vit_b_16,patch_shuffle,7776,0.7163422107696533
vit_b_16,patch_shuffle,3891,0.693513035774231
vit_b_16,patch_shuffle,7009,0.5209794044494629
vit_b_16,patch_shuffle,4893,0.7257245779037476
vit_b_16,patch_shuffle,2351,0.46012091636657715
vit_b_16,patch_shuffle,3550,0.7714787721633911
vit_b_16,patch_shuffle,5719,0.8874387145042419
vit_b_16,patch_shuffle,1884,0.5997347235679626
vit_b_16,patch_shuffle,2898,0.7088951468467712
vit_b_16,patch_shuffle,4640,0.6628777384757996
vit_b_16,patch_shuffle,7610,0.6412081122398376
vit_b_16,patch_shuffle,1833,0.7535475492477417
vit_b_16,patch_shuffle,6455,0.7210584878921509
vit_b_16,patch_shuffle,3893,0.5958024859428406
vit_b_16,patch_shuffle,4731,0.5873720049858093
vit_b_16,patch_shuffle,929,0.7065927386283875
vit_b_16,patch_shuffle,3962,0.684079647064209
vit_b_16,patch_shuffle,3778,0.7332060933113098
vit_b_16,patch_shuffle,1429,0.6783495545387268
vit_b_16,patch_shuffle,49,0.32451412081718445
vit_b_16,patch_shuffle,276,0.720771849155426
vit_b_16,patch_shuffle,6076,0.6516843438148499
vit_b_16,patch_shuffle,1389,0.6610305905342102
vit_b_16,patch_shuffle,3362,0.8171727657318115
vit_b_16,patch_shuffle,317,0.4677107036113739
vit_b_16,patch_shuffle,4675,0.6051394939422607
vit_b_16,patch_shuffle,5924,0.672085702419281
vit_b_16,patch_shuffle,198,0.4788459539413452
vit_b_16,patch_shuffle,7779,0.5623283982276917
vit_b_16,patch_shuffle,4054,0.7512978315353394
vit_b_16,patch_shuffle,5556,0.6942272782325745
vit_b_16,patch_shuffle,2687,0.570347011089325
vit_b_16,patch_shuffle,1202,0.6556507349014282
vit_b_16,patch_shuffle,97,0.6726713180541992
vit_b_16,patch_shuffle,6033,0.5126065015792847
vit_b_16,patch_shuffle,1711,0.8401879072189331
vit_b_16,patch_shuffle,1430,0.5386546850204468
vit_b_16,patch_shuffle,739,0.5527063012123108
vit_b_16,patch_shuffle,3491,0.5284503698348999
vit_b_16,patch_shuffle,1568,0.5647029876708984
vit_b_16,patch_shuffle,1211,0.5836682915687561
vit_b_16,patch_shuffle,4913,0.576704740524292
vit_b_16,patch_shuffle,2502,0.8506265878677368
vit_b_16,patch_shuffle,2539,0.7594975829124451
vit_b_16,patch_shuffle,979,0.5933189988136292
vit_b_16,patch_shuffle,6354,0.5658484101295471
