model,intervention,image_identifier,cosine_stability
resnet50,patch_shuffle,4704,0.700183629989624
resnet50,patch_shuffle,2427,0.7167829275131226
resnet50,patch_shuffle,7995,0.7350329756736755
resnet50,patch_shuffle,1124,0.6436443328857422
resnet50,patch_shuffle,6733,0.702468752861023
resnet50,patch_shuffle,2062,0.6891458630561829
resnet50,patch_shuffle,805,0.6815766096115112
resnet50,patch_shuffle,2028,0.6233148574829102
resnet50,patch_shuffle,2392,0.7952467203140259
resnet50,patch_shuffle,3292,0.6709257960319519
resnet50,patch_shuffle,1440,0.7116596102714539
resnet50,patch_shuffle,1115,0.7322388887405396
resnet50,patch_shuffle,4242,0.7514006495475769
resnet50,patch_shuffle,2230,0.7466748952865601
resnet50,patch_shuffle,3163,0.8151445388793945
resnet50,patch_shuffle,545,0.8322762846946716
resnet50,patch_shuffle,3863,0.6789624094963074
resnet50,patch_shuffle,4748,0.7065595984458923
resnet50,patch_shuffle,2399,0.7206941246986389
resnet50,patch_shuffle,4341,0.796477735042572
resnet50,patch_shuffle,3078,0.7645121812820435
resnet50,patch_shuffle,3763,0.8127954006195068
resnet50,patch_shuffle,2958,0.783704936504364
resnet50,patch_shuffle,6381,0.7315258383750916
resnet50,patch_shuffle,1640,0.7103951573371887
resnet50,patch_shuffle,1783,0.854005753993988
resnet50,patch_shuffle,3914,0.6895999312400818
resnet50,patch_shuffle,1534,0.6095815896987915
resnet50,patch_shuffle,685,0.6413474678993225
resnet50,patch_shuffle,4617,0.7164258360862732
resnet50,patch_shuffle,5508,0.6104980111122131
resnet50,patch_shuffle,1022,0.7675689458847046
resnet50,patch_shuffle,1230,0.6389644145965576
resnet50,patch_shuffle,7475,0.6964423060417175
resnet50,patch_shuffle,5756,0.5795910954475403
resnet50,patch_shuffle,3122,0.7105568647384644
resnet50,patch_shuffle,7202,0.8325803875923157
resnet50,patch_shuffle,4723,0.7820047736167908
resnet50,patch_shuffle,1552,0.804941713809967
resnet50,patch_shuffle,603,0.6741275787353516
resnet50,patch_shuffle,2861,0.7003912329673767
resnet50,patch_shuffle,6426,0.7311252355575562
resnet50,patch_shuffle,7864,0.8006727695465088
resnet50,patch_shuffle,5729,0.7807297706604004
resnet50,patch_shuffle,7474,0.7151950001716614
resnet50,patch_shuffle,4298,0.6143566370010376
resnet50,patch_shuffle,1175,0.7051921486854553
resnet50,patch_shuffle,3454,0.6551843285560608
resnet50,patch_shuffle,2754,0.7478433847427368
resnet50,patch_shuffle,855,0.6560369729995728
resnet50,patch_shuffle,2854,0.6356194019317627
resnet50,patch_shuffle,5092,0.777228057384491
resnet50,patch_shuffle,5590,0.7677676677703857
resnet50,patch_shuffle,4463,0.5385341048240662
resnet50,patch_shuffle,5318,0.768480658531189
resnet50,patch_shuffle,3515,0.7393258810043335
resnet50,patch_shuffle,4642,0.6515092253684998
resnet50,patch_shuffle,852,0.6001860499382019
resnet50,patch_shuffle,1247,0.7502519488334656
resnet50,patch_shuffle,7084,0.7753470540046692
resnet50,patch_shuffle,5301,0.7353855967521667
resnet50,patch_shuffle,5082,0.6097385287284851
resnet50,patch_shuffle,5077,0.8170832991600037
resnet50,patch_shuffle,1563,0.6296470761299133
resnet50,patch_shuffle,29,0.6095483303070068
resnet50,patch_shuffle,3867,0.6049189567565918
resnet50,patch_shuffle,4620,0.6019574999809265
resnet50,patch_shuffle,4065,0.7637091875076294
resnet50,patch_shuffle,1095,0.7042986154556274
resnet50,patch_shuffle,4229,0.6386746168136597
resnet50,patch_shuffle,3562,0.5848065614700317
resnet50,patch_shuffle,2342,0.6790561676025391
resnet50,patch_shuffle,1667,0.6799486875534058
resnet50,patch_shuffle,7033,0.6982706189155579
resnet50,patch_shuffle,1771,0.663699746131897
resnet50,patch_shuffle,3157,0.7939024567604065
resnet50,patch_shuffle,3851,0.6963532567024231
resnet50,patch_shuffle,1287,0.6580268144607544
resnet50,patch_shuffle,7320,0.7883847951889038
resnet50,patch_shuffle,7600,0.8118962049484253
resnet50,patch_shuffle,3852,0.6889549493789673
resnet50,patch_shuffle,269,0.6589142084121704
resnet50,patch_shuffle,1703,0.6879159212112427
resnet50,patch_shuffle,7776,0.6111208200454712
resnet50,patch_shuffle,3891,0.6838960647583008
resnet50,patch_shuffle,7009,0.7203169465065002
resnet50,patch_shuffle,4893,0.5682188868522644
resnet50,patch_shuffle,2351,0.4626025855541229
resnet50,patch_shuffle,3550,0.7402942180633545
resnet50,patch_shuffle,5719,0.7860434651374817
resnet50,patch_shuffle,1884,0.5502559542655945
resnet50,patch_shuffle,2898,0.7499372363090515
resnet50,patch_shuffle,4640,0.7629717588424683
resnet50,patch_shuffle,7610,0.7352754473686218
resnet50,patch_shuffle,1833,0.8105759620666504
resnet50,patch_shuffle,6455,0.7633095979690552
resnet50,patch_shuffle,3893,0.7867909669876099
resnet50,patch_shuffle,4731,0.6857856512069702
resnet50,patch_shuffle,929,0.7592824697494507
resnet50,patch_shuffle,3962,0.6307480335235596
resnet50,patch_shuffle,3778,0.5937144756317139
resnet50,patch_shuffle,1429,0.7318164110183716
resnet50,patch_shuffle,49,0.6909617781639099
resnet50,patch_shuffle,276,0.6673919558525085
resnet50,patch_shuffle,6076,0.7086240649223328
resnet50,patch_shuffle,1389,0.7608705759048462
resnet50,patch_shuffle,3362,0.8281038403511047
resnet50,patch_shuffle,317,0.6364426016807556
resnet50,patch_shuffle,4675,0.6643378734588623
resnet50,patch_shuffle,5924,0.7862161993980408
resnet50,patch_shuffle,198,0.6887685060501099
resnet50,patch_shuffle,7779,0.735649585723877
resnet50,patch_shuffle,4054,0.8157438635826111
resnet50,patch_shuffle,5556,0.7503464221954346
resnet50,patch_shuffle,2687,0.67076575756073
resnet50,patch_shuffle,1202,0.7117500305175781
resnet50,patch_shuffle,97,0.8273190855979919
resnet50,patch_shuffle,6033,0.8274143934249878
resnet50,patch_shuffle,1711,0.675178587436676
resnet50,patch_shuffle,1430,0.7085604071617126
resnet50,patch_shuffle,739,0.7153522968292236
resnet50,patch_shuffle,3491,0.6774533987045288
resnet50,patch_shuffle,1568,0.8024709820747375
resnet50,patch_shuffle,1211,0.6982285976409912
resnet50,patch_shuffle,4913,0.8062717914581299
resnet50,patch_shuffle,2502,0.8162612915039062
resnet50,patch_shuffle,2539,0.8315248489379883
resnet50,patch_shuffle,979,0.7777631878852844
resnet50,patch_shuffle,6354,0.6925318837165833
resnet50,patch_shuffle,4735,0.6964127421379089
resnet50,patch_shuffle,5912,0.7775923609733582
resnet50,patch_shuffle,3844,0.7354493141174316
resnet50,patch_shuffle,1263,0.6774511933326721
resnet50,patch_shuffle,3404,0.5352722406387329
resnet50,patch_shuffle,3905,0.7970678806304932
resnet50,patch_shuffle,1596,0.8222230672836304
resnet50,patch_shuffle,3083,0.7951167225837708
resnet50,patch_shuffle,2003,0.8142637610435486
resnet50,patch_shuffle,5030,0.8096292018890381
resnet50,patch_shuffle,95,0.7140811681747437
resnet50,patch_shuffle,2757,0.6918913125991821
resnet50,patch_shuffle,3413,0.6355341672897339
resnet50,patch_shuffle,5488,0.570748507976532
resnet50,patch_shuffle,4827,0.7941385507583618
resnet50,patch_shuffle,1877,0.6805011630058289
resnet50,patch_shuffle,2157,0.7524951100349426
resnet50,patch_shuffle,4821,0.8711572289466858
resnet50,patch_shuffle,4953,0.7452883124351501
resnet50,patch_shuffle,5525,0.7484554648399353
resnet50,patch_shuffle,5381,0.7854503393173218
resnet50,patch_shuffle,672,0.6806477308273315
resnet50,patch_shuffle,323,0.6019213795661926
resnet50,patch_shuffle,5436,0.7351511120796204
resnet50,patch_shuffle,5450,0.6797452569007874
resnet50,patch_shuffle,6358,0.7200583219528198
resnet50,patch_shuffle,372,0.6094546318054199
resnet50,patch_shuffle,378,0.7194884419441223
resnet50,patch_shuffle,7706,0.7687833309173584
resnet50,patch_shuffle,2178,0.703900933265686
resnet50,patch_shuffle,5237,0.7055753469467163
resnet50,patch_shuffle,5478,0.8480697870254517
resnet50,patch_shuffle,5452,0.6363563537597656
resnet50,patch_shuffle,5623,0.6609282493591309
resnet50,patch_shuffle,6772,0.7784299254417419
resnet50,patch_shuffle,1111,0.6940816044807434
resnet50,patch_shuffle,5528,0.7017234563827515
resnet50,patch_shuffle,3777,0.726633608341217
resnet50,patch_shuffle,2458,0.6207488179206848
resnet50,patch_shuffle,4921,0.7240018248558044
resnet50,patch_shuffle,3015,0.8022428750991821
resnet50,patch_shuffle,7476,0.8197765946388245
resnet50,patch_shuffle,1520,0.6383737921714783
resnet50,patch_shuffle,6713,0.7554172873497009
resnet50,patch_shuffle,1852,0.7029653787612915
resnet50,patch_shuffle,2268,0.6529436111450195
resnet50,patch_shuffle,151,0.7424643635749817
resnet50,patch_shuffle,890,0.8296928405761719
resnet50,patch_shuffle,825,0.7110876441001892
resnet50,patch_shuffle,2536,0.7729395627975464
resnet50,patch_shuffle,470,0.7323201298713684
resnet50,patch_shuffle,5256,0.7554528713226318
resnet50,patch_shuffle,2011,0.6058468818664551
resnet50,patch_shuffle,7150,0.6573038697242737
resnet50,patch_shuffle,449,0.8333269357681274
resnet50,patch_shuffle,2704,0.7161226272583008
resnet50,patch_shuffle,3437,0.7830947041511536
resnet50,patch_shuffle,3375,0.7471787929534912
resnet50,patch_shuffle,4552,0.701863169670105
resnet50,patch_shuffle,920,0.6687394380569458
resnet50,patch_shuffle,2242,0.7630563974380493
resnet50,patch_shuffle,2745,0.7827603220939636
resnet50,patch_shuffle,1032,0.8418354988098145
resnet50,patch_shuffle,365,0.645477294921875
resnet50,patch_shuffle,4850,0.8109601736068726
resnet50,patch_shuffle,4819,0.730844259262085
resnet50,patch_shuffle,7338,0.581130862236023
resnet50,patch_shuffle,7372,0.6915913224220276
resnet50,patch_shuffle,1090,0.7842434644699097
resnet50,patch_shuffle,5062,0.6883767247200012
resnet50,patch_shuffle,981,0.6645960211753845
resnet50,patch_shuffle,5857,0.7274875640869141
resnet50,patch_shuffle,1986,0.7437164187431335
resnet50,patch_shuffle,5560,0.812061607837677
resnet50,patch_shuffle,1814,0.733482301235199
resnet50,patch_shuffle,194,0.7093088626861572
resnet50,patch_shuffle,1993,0.7462195754051208
resnet50,patch_shuffle,5333,0.6732134819030762
resnet50,patch_shuffle,4311,0.8268430829048157
resnet50,patch_shuffle,7425,0.7740265130996704
resnet50,patch_shuffle,3889,0.6735785603523254
resnet50,patch_shuffle,4308,0.7019804120063782
resnet50,patch_shuffle,1960,0.7658296227455139
resnet50,patch_shuffle,4399,0.6810700297355652
resnet50,patch_shuffle,3191,0.7854981422424316
resnet50,patch_shuffle,1626,0.7173640727996826
resnet50,patch_shuffle,176,0.6834424138069153
resnet50,patch_shuffle,7726,0.8161429762840271
resnet50,patch_shuffle,2334,0.710983157157898
resnet50,patch_shuffle,1648,0.8243340849876404
resnet50,patch_shuffle,6084,0.5164400339126587
resnet50,patch_shuffle,3455,0.6507494449615479
resnet50,patch_shuffle,1468,0.8051194548606873
resnet50,patch_shuffle,1296,0.7572842240333557
resnet50,patch_shuffle,5213,0.7909030318260193
resnet50,patch_shuffle,7047,0.3787018060684204
resnet50,patch_shuffle,5360,0.784034788608551
resnet50,patch_shuffle,5824,0.7060888409614563
resnet50,patch_shuffle,7460,0.8171355128288269
resnet50,patch_shuffle,4791,0.5846624970436096
resnet50,patch_shuffle,6692,0.6839257478713989
resnet50,patch_shuffle,6931,0.7833837270736694
resnet50,patch_shuffle,667,0.7202031016349792
resnet50,patch_shuffle,7781,0.7248430252075195
resnet50,patch_shuffle,7793,0.7081778645515442
resnet50,patch_shuffle,1411,0.6270462274551392
resnet50,patch_shuffle,1473,0.588502049446106
resnet50,patch_shuffle,7130,0.6966383457183838
resnet50,patch_shuffle,1956,0.7879453897476196
resnet50,patch_shuffle,6716,0.7066708207130432
resnet50,patch_shuffle,4106,0.8049262166023254
resnet50,patch_shuffle,3494,0.48184293508529663
resnet50,patch_shuffle,691,0.5742236971855164
resnet50,patch_shuffle,5220,0.7342403531074524
resnet50,patch_shuffle,4908,0.7785540223121643
resnet50,patch_shuffle,7029,0.7257667779922485
resnet50,patch_shuffle,4130,0.7367616891860962
resnet50,patch_shuffle,7938,0.5246939063072205
resnet50,patch_shuffle,5101,0.7047219276428223
resnet50,patch_shuffle,1515,0.6769736409187317
resnet50,patch_shuffle,3287,0.772535502910614
resnet50,patch_shuffle,716,0.7557030916213989
resnet50,patch_shuffle,4236,0.6320563554763794
resnet50,patch_shuffle,5408,0.7661485075950623
resnet50,patch_shuffle,5496,0.7256773114204407
resnet50,patch_shuffle,3365,0.7496878504753113
resnet50,patch_shuffle,4323,0.6656928658485413
resnet50,patch_shuffle,5467,0.7877318859100342
resnet50,patch_shuffle,1644,0.7653610110282898
resnet50,patch_shuffle,3948,0.7538050413131714
resnet50,patch_shuffle,6726,0.5770407319068909
resnet50,patch_shuffle,5395,0.7186470031738281
resnet50,patch_shuffle,1579,0.7685796618461609
resnet50,patch_shuffle,5918,0.6468982696533203
resnet50,patch_shuffle,7041,0.7550708055496216
resnet50,patch_shuffle,506,0.6226162314414978
resnet50,patch_shuffle,4011,0.7770606279373169
resnet50,patch_shuffle,5981,0.6021850109100342
resnet50,patch_shuffle,409,0.6452061533927917
resnet50,patch_shuffle,6954,0.7069862484931946
resnet50,patch_shuffle,7555,0.8490394353866577
resnet50,patch_shuffle,3965,0.7927084565162659
resnet50,patch_shuffle,7266,0.8476516604423523
resnet50,patch_shuffle,4785,0.6831928491592407
resnet50,patch_shuffle,6028,0.7028487920761108
resnet50,patch_shuffle,6503,0.6882987022399902
resnet50,patch_shuffle,6414,0.8003011345863342
resnet50,patch_shuffle,5382,0.6547406315803528
resnet50,patch_shuffle,6836,0.6598535776138306
resnet50,patch_shuffle,6508,0.8462405800819397
resnet50,patch_shuffle,3994,0.7487155795097351
resnet50,patch_shuffle,3942,0.7047131061553955
resnet50,patch_shuffle,3542,0.7553707361221313
resnet50,patch_shuffle,6952,0.7943146824836731
resnet50,patch_shuffle,4290,0.671289324760437
resnet50,patch_shuffle,7446,0.7434034943580627
resnet50,patch_shuffle,6169,0.7488107085227966
resnet50,patch_shuffle,1109,0.7102375030517578
resnet50,patch_shuffle,3179,0.7846004962921143
resnet50,patch_shuffle,7835,0.7517799139022827
resnet50,patch_shuffle,7390,0.6657449007034302
resnet50,patch_shuffle,568,0.6363442540168762
resnet50,patch_shuffle,4629,0.7795794010162354
resnet50,patch_shuffle,7138,0.7115218639373779
resnet50,patch_shuffle,5284,0.7726801633834839
resnet50,patch_shuffle,3,0.7372702360153198
resnet50,patch_shuffle,2690,0.6528216004371643
resnet50,patch_shuffle,5858,0.6654751896858215
resnet50,patch_shuffle,1266,0.7617425322532654
resnet50,patch_shuffle,3034,0.6896435618400574
resnet50,patch_shuffle,2655,0.7223394513130188
resnet50,patch_shuffle,6190,0.7471000552177429
resnet50,patch_shuffle,4170,0.7885304689407349
resnet50,patch_shuffle,7380,0.652448832988739
resnet50,patch_shuffle,7752,0.8124393224716187
resnet50,patch_shuffle,3996,0.7269390821456909
resnet50,patch_shuffle,1204,0.6366416215896606
resnet50,patch_shuffle,1654,0.6987528800964355
resnet50,patch_shuffle,4746,0.6833208203315735
resnet50,patch_shuffle,4590,0.7819305658340454
resnet50,patch_shuffle,562,0.7524135708808899
resnet50,patch_shuffle,7108,0.790799617767334
resnet50,patch_shuffle,5999,0.6923642754554749
resnet50,patch_shuffle,1403,0.7692925930023193
resnet50,patch_shuffle,4403,0.5642229318618774
resnet50,patch_shuffle,6332,0.7245416641235352
resnet50,patch_shuffle,6264,0.8171130418777466
resnet50,patch_shuffle,303,0.7051356434822083
resnet50,patch_shuffle,791,0.8450490832328796
resnet50,patch_shuffle,3067,0.7029708027839661
resnet50,patch_shuffle,484,0.761033833026886
resnet50,patch_shuffle,1370,0.7393997311592102
resnet50,patch_shuffle,4069,0.8791748285293579
resnet50,patch_shuffle,7373,0.5966255068778992
resnet50,patch_shuffle,4330,0.7237846255302429
resnet50,patch_shuffle,5701,0.6884527206420898
resnet50,patch_shuffle,7465,0.7065113186836243
resnet50,patch_shuffle,1531,0.7983438372612
resnet50,patch_shuffle,4676,0.7923603057861328
resnet50,patch_shuffle,4531,0.7302278876304626
resnet50,patch_shuffle,706,0.6641249656677246
resnet50,patch_shuffle,2844,0.8842684626579285
resnet50,patch_shuffle,3755,0.6882379055023193
resnet50,patch_shuffle,5848,0.6613498330116272
resnet50,patch_shuffle,2114,0.7263692617416382
resnet50,patch_shuffle,3876,0.8582468628883362
resnet50,patch_shuffle,677,0.7834989428520203
resnet50,patch_shuffle,2116,0.7086068987846375
resnet50,patch_shuffle,4661,0.716246485710144
resnet50,patch_shuffle,2676,0.6992684006690979
resnet50,patch_shuffle,3025,0.6941360235214233
resnet50,patch_shuffle,4449,0.8130074143409729
resnet50,patch_shuffle,977,0.7586532831192017
resnet50,patch_shuffle,4990,0.7538402080535889
resnet50,patch_shuffle,7309,0.6491155028343201
resnet50,patch_shuffle,1048,0.6659919619560242
resnet50,patch_shuffle,3276,0.6043708920478821
resnet50,patch_shuffle,5512,0.7191165685653687
resnet50,patch_shuffle,7692,0.6979213356971741
resnet50,patch_shuffle,1436,0.7315344214439392
resnet50,patch_shuffle,7544,0.7957562804222107
resnet50,patch_shuffle,3383,0.7035282850265503
resnet50,patch_shuffle,1977,0.7268639206886292
resnet50,patch_shuffle,2750,0.7953090071678162
resnet50,patch_shuffle,7996,0.6271718740463257
resnet50,patch_shuffle,6989,0.7758907675743103
resnet50,patch_shuffle,1431,0.5496216416358948
resnet50,patch_shuffle,7416,0.7474341988563538
resnet50,patch_shuffle,4547,0.6804496645927429
resnet50,patch_shuffle,42,0.6405622363090515
resnet50,patch_shuffle,5117,0.7777676582336426
resnet50,patch_shuffle,4411,0.7440260648727417
resnet50,patch_shuffle,5789,0.7627288103103638
resnet50,patch_shuffle,483,0.8111730813980103
resnet50,patch_shuffle,6650,0.7479991912841797
resnet50,patch_shuffle,4881,0.7831971645355225
resnet50,patch_shuffle,391,0.6290780305862427
resnet50,patch_shuffle,370,0.6573610901832581
resnet50,patch_shuffle,419,0.787902295589447
resnet50,patch_shuffle,3318,0.497483491897583
resnet50,patch_shuffle,4355,0.7752255201339722
resnet50,patch_shuffle,5402,0.8446052074432373
resnet50,patch_shuffle,5332,0.7179903388023376
resnet50,patch_shuffle,239,0.7366483211517334
resnet50,patch_shuffle,6271,0.7352518439292908
resnet50,patch_shuffle,1129,0.6911223530769348
resnet50,patch_shuffle,2391,0.7085336446762085
resnet50,patch_shuffle,191,0.7751306891441345
resnet50,patch_shuffle,5447,0.6706877946853638
resnet50,patch_shuffle,6528,0.6580944061279297
vit_b_16,grayscale,632,0.8161098957061768
vit_b_16,grayscale,131,0.7796193361282349
vit_b_16,grayscale,7081,0.8192241787910461
vit_b_16,grayscale,1836,0.7586649060249329
vit_b_16,grayscale,6437,0.9144225716590881
vit_b_16,grayscale,6609,0.7673850059509277
vit_b_16,grayscale,3467,0.47359156608581543
vit_b_16,grayscale,1401,0.7476558685302734
vit_b_16,grayscale,1839,0.9357340335845947
vit_b_16,grayscale,4168,0.542266845703125
vit_b_16,grayscale,35,0.5609728693962097
vit_b_16,grayscale,4177,0.7035239934921265
vit_b_16,grayscale,7270,0.7065035104751587
vit_b_16,grayscale,2265,0.678656816482544
vit_b_16,grayscale,3288,0.7426242232322693
vit_b_16,grayscale,5451,0.6788207292556763
vit_b_16,grayscale,4023,0.7190786004066467
vit_b_16,grayscale,261,0.8794318437576294
vit_b_16,grayscale,4570,0.7865868806838989
vit_b_16,grayscale,4966,0.7815725207328796
vit_b_16,grayscale,7955,0.7444065809249878
vit_b_16,grayscale,6288,0.7370253205299377
vit_b_16,grayscale,7810,0.8239928483963013
vit_b_16,grayscale,1927,0.8945609927177429
vit_b_16,grayscale,1871,0.8126616477966309
vit_b_16,grayscale,6922,0.7519654035568237
vit_b_16,grayscale,3512,0.6909079551696777
vit_b_16,grayscale,4754,0.6943055987358093
vit_b_16,grayscale,714,0.7512959241867065
vit_b_16,grayscale,2191,0.6201382279396057
vit_b_16,grayscale,4615,0.8262555003166199
vit_b_16,grayscale,4662,0.8345580697059631
vit_b_16,grayscale,5915,0.5376322269439697
vit_b_16,grayscale,766,0.672459065914154
vit_b_16,grayscale,5218,0.8521566390991211
vit_b_16,grayscale,2340,0.7673668265342712
vit_b_16,grayscale,1954,0.7482874989509583
vit_b_16,grayscale,7875,0.5788549184799194
vit_b_16,grayscale,3418,0.8189238905906677
vit_b_16,grayscale,5572,0.8040522933006287
vit_b_16,grayscale,5977,0.8412513136863708
vit_b_16,grayscale,5123,0.6886886358261108
vit_b_16,grayscale,5851,0.9295232892036438
vit_b_16,grayscale,4094,0.7822821140289307
vit_b_16,grayscale,4254,0.68359375
vit_b_16,grayscale,2501,0.7696338891983032
vit_b_16,grayscale,6938,0.8371400833129883
vit_b_16,grayscale,171,0.8559154868125916
vit_b_16,grayscale,4215,0.20013807713985443
vit_b_16,grayscale,5705,0.5923272967338562
vit_b_16,grayscale,3458,0.7674694061279297
vit_b_16,grayscale,1220,0.7207371592521667
vit_b_16,grayscale,962,0.6739081144332886
vit_b_16,grayscale,2950,0.8047927618026733
vit_b_16,grayscale,2623,0.3708532452583313
vit_b_16,grayscale,4539,0.906521737575531
vit_b_16,grayscale,1553,0.7945296764373779
vit_b_16,grayscale,4740,0.6784542798995972
vit_b_16,grayscale,6844,0.8252272009849548
vit_b_16,grayscale,2668,0.6887126564979553
vit_b_16,grayscale,3153,0.55290687084198
vit_b_16,grayscale,5135,0.7281879782676697
vit_b_16,grayscale,2291,0.6252909898757935
vit_b_16,grayscale,116,0.6473358869552612
vit_b_16,grayscale,7797,0.6391171216964722
vit_b_16,grayscale,4609,0.7126699090003967
vit_b_16,grayscale,81,0.9999998807907104
vit_b_16,grayscale,5580,0.6375108957290649
vit_b_16,grayscale,3024,0.849108099937439
vit_b_16,grayscale,2766,0.9013268351554871
vit_b_16,grayscale,5000,0.7857546806335449
vit_b_16,grayscale,2610,0.7267131209373474
vit_b_16,grayscale,2024,0.7699099779129028
vit_b_16,grayscale,6097,0.7130730748176575
vit_b_16,grayscale,964,0.733668863773346
vit_b_16,grayscale,7634,0.9069689512252808
vit_b_16,grayscale,6434,0.7575523257255554
vit_b_16,grayscale,5183,0.8029060363769531
vit_b_16,grayscale,6986,0.665695309638977
vit_b_16,grayscale,645,0.6106324195861816
vit_b_16,grayscale,3347,0.7904833555221558
vit_b_16,grayscale,5677,0.8035050630569458
vit_b_16,grayscale,3412,0.622373640537262
vit_b_16,grayscale,3937,0.7145741581916809
vit_b_16,grayscale,873,0.8049566745758057
vit_b_16,grayscale,2167,0.7095682621002197
vit_b_16,grayscale,6490,0.8741739988327026
vit_b_16,grayscale,738,0.6615676879882812
vit_b_16,grayscale,6616,0.8091259002685547
vit_b_16,grayscale,4093,0.7701539993286133
vit_b_16,grayscale,5788,0.8149042725563049
vit_b_16,grayscale,7818,0.9649654626846313
vit_b_16,grayscale,304,0.554282009601593
vit_b_16,grayscale,2082,0.6920534372329712
vit_b_16,grayscale,2746,0.7607107162475586
vit_b_16,grayscale,7944,0.49188920855522156
vit_b_16,grayscale,6689,0.6792042255401611
vit_b_16,grayscale,2414,0.6875983476638794
vit_b_16,grayscale,3779,0.7986623644828796
vit_b_16,grayscale,2095,0.7688353061676025
vit_b_16,grayscale,7262,0.6848180294036865
vit_b_16,grayscale,5694,0.9323827028274536
vit_b_16,grayscale,7413,0.8758898973464966
vit_b_16,grayscale,6805,0.7270134687423706
vit_b_16,grayscale,3446,0.6590646505355835
vit_b_16,grayscale,2807,0.5802284479141235
vit_b_16,grayscale,7940,0.7559360265731812
vit_b_16,grayscale,4172,0.767645001411438
vit_b_16,grayscale,7744,0.6924721598625183
vit_b_16,grayscale,1586,0.7988000512123108
vit_b_16,grayscale,7999,0.7073367834091187
vit_b_16,grayscale,6349,0.5994348526000977
vit_b_16,grayscale,6594,0.7713364362716675
vit_b_16,grayscale,2109,0.829882025718689
vit_b_16,grayscale,3079,0.4690772593021393
vit_b_16,grayscale,2070,0.4123988151550293
vit_b_16,grayscale,319,0.7213305234909058
vit_b_16,grayscale,2888,0.8911200165748596
vit_b_16,grayscale,6224,0.7629640102386475
vit_b_16,grayscale,3353,0.7874675989151001
vit_b_16,grayscale,6244,0.7475932836532593
vit_b_16,grayscale,4704,0.6578088402748108
vit_b_16,grayscale,2427,0.8239054679870605
vit_b_16,grayscale,7995,0.6090165972709656
vit_b_16,grayscale,1124,0.7148463726043701
vit_b_16,grayscale,6733,0.7692397236824036
vit_b_16,grayscale,2062,0.8938165903091431
vit_b_16,grayscale,805,0.7227923274040222
vit_b_16,grayscale,2028,0.6513983011245728
vit_b_16,grayscale,2392,0.7722910642623901
vit_b_16,grayscale,3292,0.519047737121582
vit_b_16,grayscale,1440,0.776733934879303
vit_b_16,grayscale,1115,0.6047579646110535
vit_b_16,grayscale,4242,0.8482081294059753
vit_b_16,grayscale,2230,0.6123985052108765
vit_b_16,grayscale,3163,0.7371624708175659
vit_b_16,grayscale,545,0.7878293991088867
vit_b_16,grayscale,3863,0.909342348575592
vit_b_16,grayscale,4748,0.8988403081893921
vit_b_16,grayscale,2399,0.7746545076370239
vit_b_16,grayscale,4341,0.6810099482536316
vit_b_16,grayscale,3078,0.989513635635376
vit_b_16,grayscale,3763,0.752194881439209
vit_b_16,grayscale,2958,0.6971331834793091
vit_b_16,grayscale,6381,0.8852248787879944
vit_b_16,grayscale,1640,0.7864481806755066
vit_b_16,grayscale,1783,0.7170138359069824
vit_b_16,grayscale,3914,0.7876325249671936
vit_b_16,grayscale,1534,0.9958815574645996
vit_b_16,grayscale,685,0.6995002627372742
vit_b_16,grayscale,4617,0.6320132613182068
vit_b_16,grayscale,5508,0.8535787463188171
vit_b_16,grayscale,1022,0.639488935470581
vit_b_16,grayscale,1230,0.5397220849990845
vit_b_16,grayscale,7475,0.6116477251052856
vit_b_16,grayscale,5756,0.9740937948226929
vit_b_16,grayscale,3122,0.7202794551849365
vit_b_16,grayscale,7202,0.5589990019798279
vit_b_16,grayscale,4723,0.770570695400238
vit_b_16,grayscale,1552,0.7331422567367554
vit_b_16,grayscale,603,0.8558782935142517
vit_b_16,grayscale,2861,1.0
vit_b_16,grayscale,6426,0.9561126828193665
vit_b_16,grayscale,7864,0.7313602566719055
vit_b_16,grayscale,5729,0.6872775554656982
vit_b_16,grayscale,7474,0.42786216735839844
vit_b_16,grayscale,4298,0.9141601324081421
vit_b_16,grayscale,1175,0.9248992204666138
vit_b_16,grayscale,3454,0.8851948976516724
vit_b_16,grayscale,2754,0.6166746616363525
vit_b_16,grayscale,855,0.8550231456756592
vit_b_16,grayscale,2854,0.552107036113739
vit_b_16,grayscale,5092,0.6989346742630005
vit_b_16,grayscale,5590,0.8255425691604614
vit_b_16,grayscale,4463,0.847294807434082
vit_b_16,grayscale,5318,0.6981526017189026
vit_b_16,grayscale,3515,0.7922952175140381
vit_b_16,grayscale,4642,0.7546684741973877
vit_b_16,grayscale,852,0.8904954791069031
vit_b_16,grayscale,1247,0.7694202661514282
vit_b_16,grayscale,7084,0.8811308741569519
vit_b_16,grayscale,5301,0.7202063798904419
vit_b_16,grayscale,5082,0.4882494807243347
vit_b_16,grayscale,5077,0.7423070669174194
vit_b_16,grayscale,1563,0.701682448387146
vit_b_16,grayscale,29,1.0000001192092896
vit_b_16,grayscale,3867,0.7051239013671875
vit_b_16,grayscale,4620,0.6258067488670349
vit_b_16,grayscale,4065,0.7871605157852173
vit_b_16,grayscale,1095,0.8114759922027588
vit_b_16,grayscale,4229,0.8442056179046631
vit_b_16,grayscale,3562,0.5597776174545288
vit_b_16,grayscale,2342,0.8061431646347046
