mmd_weight,selected_epoch,mean_source_accuracy,mean_source_macro_f1,worst_source_accuracy,worst_source_macro_f1
0.1,13,0.9472282020804198,0.9485386903304263,0.9048780487804878,0.9087739996031188
1.0,1,0.21656837139595678,0.05066996495567919,0.1727078891257995,0.042077922077922
10.0,2,0.21656837139595686,0.05066996495567924,0.17270788912579957,0.04207792207792208
