epoch,training_total_loss,training_classification_loss,training_alignment_loss,training_domain_loss,training_source_accuracy,mean_grl_strength,mean_source_validation_accuracy,worst_source_validation_accuracy,mean_source_validation_macro_f1,worst_source_validation_macro_f1,checkpoint_improved,photo_validation_accuracy,photo_validation_macro_f1,art_painting_validation_accuracy,art_painting_validation_macro_f1,cartoon_validation_accuracy,cartoon_validation_macro_f1
1,0.6804329242843848,0.4940162388146178,,0.18641668546976697,0.8292378917378918,0.00826091540020011,0.8558183129295002,0.7902439024390244,0.845190366287894,0.771644477899018,True,0.937125748502994,0.9272384108044605,0.7902439024390244,0.771644477899018,0.8400852878464818,0.8366882101602034
2,0.7359826692467571,0.2270452448915149,,0.5089374243512622,0.9250356125356125,0.024408614937889653,0.9222985720275089,0.8902439024390244,0.9210718720842697,0.8834169205212697,True,0.9640718562874252,0.959568906299193,0.8902439024390244,0.8834169205212697,0.9125799573560768,0.9202297894323461
3,0.7174150647006483,0.15650716895619646,,0.5609078951116301,0.948005698005698,0.03930989706175105,0.9218550158510791,0.8731707317073171,0.9169067621000653,0.8662589931452117,False,0.9520958083832335,0.9419552531359324,0.8731707317073171,0.8662589931452117,0.9402985074626866,0.9425060400190516
4,0.7110025121106042,0.13942511748053252,,0.5715773950020472,0.9526353276353277,0.05240070630815471,0.9092468347407322,0.8707317073170732,0.9161146090728852,0.8830840478820845,False,0.9550898203592815,0.9472888355129169,0.8707317073170732,0.8830840478820845,0.9019189765458422,0.9179709438236541
5,0.7363986063462037,0.11115424047163373,,0.6252443638876972,0.9659900284900285,0.0634123711583933,0.9340162257003493,0.9121951219512195,0.933854885209192,0.9139020333815384,True,0.9580838323353293,0.9490101488581673,0.9121951219512195,0.9139020333815384,0.9317697228144989,0.9386524733878704
6,0.7959534054637974,0.08488444069131904,,0.7110689651762319,0.9724002849002849,0.07234125291875587,0.9282860562093869,0.8804878048780488,0.9254352530941223,0.8806053133503189,False,0.9640718562874252,0.956448224311522,0.8804878048780488,0.8806053133503189,0.9402985074626866,0.9392522216205262
7,1.4481328801594229,0.08948399662289702,,1.358648882398748,0.9791666666666666,0.07936789006228782,0.9257695125117179,0.8951219512195122,0.9259734339152219,0.8954168523704522,False,0.9610778443113772,0.9541986043794671,0.8951219512195122,0.8954168523704522,0.9211087420042644,0.9283048449957466
8,1.1149106454900188,0.050430495588285204,,1.064480150357271,0.9877136752136753,0.08476826643475231,0.9353354137323149,0.9097560975609756,0.9355055039366927,0.9079738045255287,True,0.9580838323353293,0.9530683035980709,0.9097560975609756,0.9079738045255287,0.9381663113006397,0.9454744036864785
9,1.8631505117966578,0.14460734819637694,,1.7185431700995846,0.9775641025641025,0.08884368412188089,0.9408023622005559,0.9146341463414634,0.9392381803772851,0.9136650629203832,True,0.9610778443113772,0.9524766962344892,0.9146341463414634,0.9136650629203832,0.9466950959488273,0.9515727819769833
10,1.746149761745563,0.12311280081685914,,1.6230369584045858,0.9857549857549858,0.09187699533879438,0.9478079464348644,0.9219512195121952,0.9476717507750091,0.9196455727764805,True,0.9790419161676647,0.9746021422748451,0.9219512195121952,0.9196455727764805,0.9424307036247335,0.9487675372737018
11,3.804242725173632,0.12312439944017593,,3.6811183385359936,0.9928774928774928,0.09411150273145538,0.9456269425888978,0.9243902439024391,0.9445733765596169,0.9231222111268325,False,0.9700598802395209,0.9646150563711808,0.9243902439024391,0.9231222111268325,0.9424307036247335,0.9459828621808375
12,12.242096143527927,0.20680963937609073,,12.035286497483906,0.9896723646723646,0.09574507992510042,0.9482021551571567,0.9317073170731708,0.9487303320073459,0.9323351610880103,True,0.9640718562874252,0.9588396257764372,0.9317073170731708,0.9323351610880103,0.9488272921108742,0.9550162091575902
13,3.4052492963452625,0.1224739012474966,,3.282775398375642,0.9926994301994302,0.09693269635923071,0.9510938910571389,0.9292682926829269,0.9518411317192492,0.9307314113476027,True,0.9730538922155688,0.9683534104058918,0.9292682926829269,0.9307314113476027,0.9509594882729211,0.9564385734042532
14,0.956576836669547,0.14447080331828902,,0.8121060320200064,0.9586894586894587,0.09779260122972394,0.9320494691100404,0.9024390243902439,0.9314667769346384,0.9017172537246526,False,0.9640718562874252,0.956544850128607,0.9024390243902439,0.9017172537246526,0.929637526652452,0.9361382269506555
15,0.7906339267889658,0.03148540638765914,,0.7591485206642722,0.9893162393162394,0.09841339523684164,0.9313582933462213,0.9097560975609756,0.9298365925257879,0.9104077006418445,False,0.9610778443113772,0.9529731350904793,0.9097560975609756,0.9104077006418445,0.9232409381663113,0.9261289418450398
16,0.7463630269735287,0.014999991840243785,,0.7313630333823017,0.9951923076923077,0.09886061611776313,0.9377014134402161,0.9048780487804878,0.93733443670388,0.902127800900141,False,0.9700598802395209,0.9645158977264446,0.9048780487804878,0.902127800900141,0.9381663113006397,0.9453596114850539
17,0.8537561063073639,0.07565594501211385,,0.7781001614709185,0.9745370370370371,0.09918230179634367,0.7659691174621998,0.6536585365853659,0.7539818501788286,0.6553275288569406,False,0.8233532934131736,0.7850449666205892,0.6536585365853659,0.6553275288569406,0.8208955223880597,0.8215730550589562
18,1.7478578294444287,0.08562737124729654,,1.6622304527932763,0.9827279202279202,0.09941343533133187,0.9434947464268509,0.9243902439024391,0.9426678479517725,0.9212409872286168,False,0.9700598802395209,0.9650537853865317,0.9243902439024391,0.9212409872286168,0.9360341151385928,0.9417087712401688
