mmd_weight,selected_epoch,source_selection_macro_f1,target_accuracy,target_macro_f1,number_of_target_samples,target_accuracy_change_vs_source_only
0.1,6,0.9343684527757028,0.7174853652328836,0.7056303346200246,3929,0.06922881140239245
1.0,7,0.9397854027405872,0.5797912954950369,0.5503439557639801,3929,-0.06846525833545425
10.0,1,0.05066996495567924,0.04072283023670145,0.011179820424134438,3929,-0.6075337235937898
