mmd_weight,selected_epoch,mean_source_accuracy,mean_source_macro_f1,worst_source_accuracy,worst_source_macro_f1
0.1,6,0.933534096713744,0.9343684527757028,0.8902439024390244,0.8950638985961621
1.0,7,0.9390010451819851,0.9397854027405872,0.8951219512195122,0.8963366123967311
10.0,1,0.21656837139595686,0.05066996495567924,0.17270788912579957,0.04207792207792208
